temp,flow,viscosity,shear
60,0.5,5.132877287493018,36.012222435230136
60,0.5862068965517242,4.816466167283008,38.116418113566226
60,0.6724137931034483,4.559258726112498,40.099897910688
60,0.7586206896551724,4.344492083617267,41.983904847568446
60,0.8448275862068966,4.161420945786259,43.78397964415267
60,0.9310344827586208,4.002787886908729,45.51191365814677
60,1.0172413793103448,3.8634854066105806,47.17691459847316
60,1.103448275862069,3.7397975365803164,48.78634210740507
60,1.1896551724137931,3.628945487861136,50.346193065298095
60,1.2758620689655173,3.5288028287243525,51.86143369128706
60,1.3620689655172415,3.437710053897001,53.33623385551319
60,1.4482758620689655,3.3543499268601087,54.77413674193811
60,1.5344827586206897,3.277661336129658,56.17818447098236
60,1.620689655172414,3.2067783240489773,57.55101293570003
60,1.706896551724138,3.140986016583198,58.89492462580908
60,1.793103448275862,3.079688172127191,60.211945397715354
60,1.8793103448275863,3.0223828873526912,61.50386932798239
60,1.9655172413793105,2.9686441378720803,62.77229458116242
60,2.0517241379310347,2.918107563418036,64.01865240555459
60,2.137931034482759,2.8704593879745404,65.24423080571097
60,2.224137931034483,2.8254276875318936,66.4501940432875
60,2.3103448275862073,2.782775438150163,67.63759883388994
60,2.396551724137931,2.742294929773794,68.80740790158147
60,2.4827586206896552,2.703803238944031,69.96050140126343
60,2.5689655172413794,2.6671385305719917,71.09768660639273
60,2.6551724137931036,2.632157014727849,72.21970617460244
60,2.741379310344828,2.598730425307972,73.32724523918803
60,2.827586206896552,2.566743917770104,74.42093752477527
60,2.913793103448276,2.536094305846503,75.50137064698632
60,3.0,2.5066885743305463,76.56909072580862
65,0.5,4.6444194319106025,36.012222435230136
65,0.5862068965517242,4.358118810861911,38.116418113566226
65,0.6724137931034483,4.125387893893551,40.099897910688
65,0.7586206896551724,3.931058999617914,41.983904847568446
65,0.8448275862068966,3.765409383946,43.78397964415267
65,0.9310344827586208,3.621872256536109,45.51191365814677
65,1.0172413793103448,3.4958261599371276,47.17691459847316
65,1.103448275862069,3.383908746976576,48.78634210740507
65,1.1896551724137931,3.283605665429516,50.346193065298095
65,1.2758620689655173,3.192992840300934,51.86143369128706
65,1.3620689655172415,3.110568689124422,53.33623385551319
65,1.4482758620689655,3.035141327009211,54.77413674193811
65,1.5344827586206897,2.965750620579853,56.17818447098236
65,1.620689655172414,2.9016130189461586,57.55101293570003
65,1.706896551724138,2.842081677332195,58.89492462580908
65,1.793103448275862,2.786617094023452,60.211945397715354
65,1.8793103448275863,2.7347651281082777,61.50386932798239
65,1.9655172413793105,2.6861402967797603,62.77229458116242
65,2.0517241379310347,2.640412913234381,64.01865240555459
65,2.137931034482759,2.597299061191964,65.24423080571097
65,2.224137931034483,2.556552693633671,66.4501940432875
65,2.3103448275862073,2.51795934242968,67.63759883388994
65,2.396551724137931,2.4813310637496233,68.80740790158147
65,2.4827586206896552,2.4465023416033818,69.96050140126343
65,2.5689655172413794,2.4133267415469843,71.09768660639273
65,2.6551724137931036,2.3816741570715863,72.21970617460244
65,2.741379310344828,2.351428528207157,73.32724523918803
65,2.827586206896552,2.3224859393146047,74.42093752477527
65,2.913793103448276,2.294753023597849,75.50137064698632
65,3.0,2.268145617417492,76.56909072580862
70,0.5,4.202444487046027,36.012222435230136
70,0.5862068965517242,3.943388972314238,38.116418113566226
70,0.6724137931034483,3.7328053303074453,40.099897910688
70,0.7586206896551724,3.556969275361295,41.983904847568446
70,0.8448275862068966,3.4070833048180713,43.78397964415267
70,0.9310344827586208,3.2772055410602072,45.51191365814677
70,1.0172413793103448,3.1631543164600737,47.17691459847316
70,1.103448275862069,3.061887253483584,48.78634210740507
70,1.1896551724137931,2.971129272155492,50.346193065298095
70,1.2758620689655173,2.8891393974252018,51.86143369128706
70,1.3620689655172415,2.814558941290841,53.33623385551319
70,1.4482758620689655,2.7463094417052503,54.77413674193811
70,1.5344827586206897,2.683522134064019,56.17818447098236
70,1.620689655172414,2.625488032202768,57.55101293570003
70,1.706896551724138,2.571621846764572,58.89492462580908
70,1.793103448275862,2.5214354164110486,60.211945397715354
70,1.8793103448275863,2.474517817452274,61.50386932798239
70,1.9655172413793105,2.4305202506205443,62.77229458116242
70,2.0517241379310347,2.3891444029598032,64.01865240555459
70,2.137931034482759,2.3501333763961583,65.24423080571097
70,2.224137931034483,2.313264538380368,66.4501940432875
70,2.3103448275862073,2.278343830123594,67.63759883388994
70,2.396551724137931,2.24520119301563,68.80740790158147
70,2.4827586206896552,2.213686861995333,69.96050140126343
70,2.5689655172413794,2.1836683376985087,71.09768660639273
70,2.6551724137931036,2.1550278948876245,72.21970617460244
70,2.741379310344828,2.12766051815906,73.32724523918803
70,2.827586206896552,2.101472180754247,74.42093752477527
70,2.913793103448276,2.076378400902489,75.50137064698632
70,3.0,2.0523030241936207,76.56909072580862
75,0.5,3.8025290190981798,36.012222435230136
75,0.5862068965517242,3.568125896020291,38.116418113566226
75,0.6724137931034483,3.377581937106256,40.099897910688
75,0.7586206896551724,3.218478895151152,41.983904847568446
75,0.8448275862068966,3.0828564605650075,43.78397964415267
75,0.9310344827586208,2.9653382001460575,45.51191365814677
75,1.0172413793103448,2.8621403845550337,47.17691459847316
75,1.103448275862069,2.770510156759302,48.78634210740507
75,1.1896551724137931,2.688388939268235,50.346193065298095
75,1.2758620689655173,2.6142014327121874,51.86143369128706
75,1.3620689655172415,2.5467182453476287,53.33623385551319
75,1.4482758620689655,2.484963544360356,54.77413674193811
75,1.5344827586206897,2.428151239028835,56.17818447098236
75,1.620689655172414,2.3756398121426647,57.55101293570003
75,1.706896551724138,2.3268996719913213,58.89492462580908
75,1.793103448275862,2.2814891119297975,60.211945397715354
75,1.8793103448275863,2.2390363128274933,61.50386932798239
75,1.9655172413793105,2.1992256680556066,62.77229458116242
75,2.0517241379310347,2.1617872528892126,64.01865240555459
75,2.137931034482759,2.1264886163384316,65.24423080571097
75,2.224137931034483,2.093128312142238,66.4501940432875
75,2.3103448275862073,2.0615307486471917,67.63759883388994
75,2.396551724137931,2.0315420504595187,68.80740790158147
75,2.4827586206896552,2.0030267045479824,69.96050140126343
75,2.5689655172413794,1.9758648205299942,71.09768660639273
75,2.6551724137931036,1.9499498762055874,72.21970617460244
75,2.741379310344828,1.9251868497080957,73.32724523918803
75,2.827586206896552,1.90149066210807,74.42093752477527
75,2.913793103448276,1.8787848711382427,75.50137064698632
75,3.0,1.857000569438747,76.56909072580862
80,0.5,3.440670539647607,36.012222435230136
80,0.5862068965517242,3.228573822982245,38.116418113566226
80,0.6724137931034483,3.0561625191761195,40.099897910688
80,0.7586206896551724,2.9122001334917966,41.983904847568446
80,0.8448275862068966,2.7894838799531185,43.78397964415267
80,0.9310344827586208,2.683148960623558,45.51191365814677
80,1.0172413793103448,2.589771715617225,47.17691459847316
80,1.103448275862069,2.506861256884488,48.78634210740507
80,1.1896551724137931,2.432554906483902,50.346193065298095
80,1.2758620689655173,2.365427274601202,51.86143369128706
80,1.3620689655172415,2.3043659615854177,53.33623385551319
80,1.4482758620689655,2.248487997392511,54.77413674193811
80,1.5344827586206897,2.197082097723667,56.17818447098236
80,1.620689655172414,2.1495677938026008,57.55101293570003
80,1.706896551724138,2.1054658912333486,58.89492462580908
80,1.793103448275862,2.0643767173157124,60.211945397715354
80,1.8793103448275863,2.025963836187584,61.50386932798239
80,1.9655172413793105,1.9899416751618433,62.77229458116242
80,2.0517241379310347,1.956065996247325,64.01865240555459
80,2.137931034482759,1.9241264690905269,65.24423080571097
80,2.224137931034483,1.8939408175767487,66.4501940432875
80,2.3103448275862073,1.8653501598076634,67.63759883388994
80,2.396551724137931,1.83821526356927,68.80740790158147
80,2.4827586206896552,1.8124135116002733,69.96050140126343
80,2.5689655172413794,1.7878364225964447,71.09768660639273
80,2.6551724137931036,1.7643876112854027,72.21970617460244
80,2.741379310344828,1.7419810983266564,73.32724523918803
80,2.827586206896552,1.7205399011213534,74.42093752477527
80,2.913793103448276,1.6999948518457506,75.50137064698632
80,3.0,1.6802836005422626,76.56909072580862
85,0.5,3.1132474474071326,36.012222435230136
85,0.5862068965517242,2.921334401925742,38.116418113566226
85,0.6724137931034483,2.7653302029495936,40.099897910688
85,0.7586206896551724,2.635067649592694,41.983904847568446
85,0.8448275862068966,2.5240293915897105,43.78397964415267
85,0.9310344827586208,2.4278135777364893,45.51191365814677
85,1.0172413793103448,2.3433223524616476,47.17691459847316
85,1.103448275862069,2.268301867053741,48.78634210740507
85,1.1896551724137931,2.201066700813599,50.346193065298095
85,1.2758620689655173,2.1403271077019883,51.86143369128706
85,1.3620689655172415,2.0850765468909005,53.33623385551319
85,1.4482758620689655,2.0345160740454853,54.77413674193811
85,1.5344827586206897,1.988002092517313,56.17818447098236
85,1.620689655172414,1.9450093724375992,57.55101293570003
85,1.706896551724138,1.9051043207863636,58.89492462580908
85,1.793103448275862,1.8679252987494994,60.211945397715354
85,1.8793103448275863,1.8331678865702015,61.50386932798239
85,1.9655172413793105,1.8005736873955946,62.77229458116242
85,2.0517241379310347,1.7699217055523666,64.01865240555459
85,2.137931034482759,1.74102162626652,65.24423080571097
85,2.224137931034483,1.7137085192890598,66.4501940432875
85,2.3103448275862073,1.6878386223333308,67.63759883388994
85,2.396551724137931,1.6632859528823092,68.80740790158147
85,2.4827586206896552,1.639939562249878,69.96050140126343
85,2.5689655172413794,1.6177012924928138,71.09768660639273
85,2.6551724137931036,1.5964839306101182,72.21970617460244
85,2.741379310344828,1.5762096792773368,73.32724523918803
85,2.827586206896552,1.5568088817584906,74.42093752477527
85,2.913793103448276,1.5382189524185326,75.50137064698632
85,3.0,1.5203834746828266,76.56909072580862
90,0.5,2.8169827820189117,36.012222435230136
90,0.5862068965517242,2.6433326774581127,38.116418113566226
90,0.6724137931034483,2.502174240853767,40.099897910688
90,0.7586206896551724,2.384307808407538,41.983904847568446
90,0.8448275862068966,2.2838362377329076,43.78397964415267
90,0.9310344827586208,2.1967765691517305,45.51191365814677
90,1.0172413793103448,2.1203257470273478,47.17691459847316
90,1.103448275862069,2.052444404711053,48.78634210740507
90,1.1896551724137931,1.991607510489105,50.346193065298095
90,1.2758620689655173,1.9366480538854405,51.86143369128706
90,1.3620689655172415,1.8866552790960969,53.33623385551319
90,1.4482758620689655,1.8409062713919744,54.77413674193811
90,1.5344827586206897,1.7988186804434503,56.17818447098236
90,1.620689655172414,1.7599172586121794,57.55101293570003
90,1.706896551724138,1.7238096747094838,58.89492462580908
90,1.793103448275862,1.6901687044045455,60.211945397715354
90,1.8793103448275863,1.658718897310618,61.50386932798239
90,1.9655172413793105,1.629226446286517,62.77229458116242
90,2.0517241379310347,1.6014913861778053,64.01865240555459
90,2.137931034482759,1.5753415130557653,65.24423080571097
90,2.224137931034483,1.5506275918597403,66.4501940432875
90,2.3103448275862073,1.5272195410934624,67.63759883388994
90,2.396551724137931,1.5050033670615095,68.80740790158147
90,2.4827586206896552,1.4838786792412015,69.96050140126343
90,2.5689655172413794,1.4637566606526324,71.09768660639273
90,2.6551724137931036,1.4445583977091594,72.21970617460244
90,2.741379310344828,1.4262134964805935,73.32724523918803
90,2.827586206896552,1.4086589289458022,74.42093752477527
90,2.913793103448276,1.3918380652803637,75.50137064698632
90,3.0,1.3756998576565496,76.56909072580862
